"age"
58
30
61
62
39
57
74
59
43
55
58
47
51
52
56
61
42
74
51
56
50
76
71
55
62
61
41
67
67
56
51
55
42
49
70
49
45
67
46
57
49
60
73
53
59
37
61
66
67
65
52
54
59
52
40
47
65
72
58
49
63
44
57
60
63
51
50
65
57
59
60
53
47
69
70
58
50
71
47
66
74
68
66
67
61
50
66
68
63
67
64
50
52
45
56
47
32
67
65
37
71
51
54
58
53
41
47
67
58
59
58
35
59
51
43
59
55
62
70
30
48
58
73
53
53
49
54
53
67
54
56
59
57
65
60
67
69
74
58
46
44
52
63
53
62
45
47
61
56
59
55
52
51
57
58
59
63
51
66
67
57
57
51
65
57
51
52
62
60
63
66
53
65
61
61
35
51
45
62
49
51
67
58
63
57
62
68
62
61
49
70
56
62
61
72
60
57
76
53
49
58
60
59
54
43
52
59
51
70
63
59
48
67
55
56
63
51
70
54
62
59
65
48
47
74
48
62
65
59
68
59
43
26
46
70
43
56
70
41
45
61
65
61
75
62
56
67
74
64
56
41
37
31
59
65
51
64
58
52
44
45
46
73
49
65
38
55
59
64
68
59
48
55
63
52
58
68
46
67
71
53
41
56
65
64
26
75
52
38
51
72
60
36
70
53
57
78
49
61
31
48
76
55
61
49
31
71
57
49
39
39
71
68
47
59
50
59
59
38
29
63
70
61
57
52
54
43
43
59
31
51
65
71
54
52
61
67
74
63
51
68
67
52
75
55
51
67
40
60
64
40
43
63
56
57
53
56
65
51
57
73
54
57
60
60
76
55
50
64
68
62
62
60
66
73
66
61
53
46
75
63
60
62
48
67
73
55
54
55
73
60
41
42
75
55
75
56
74
48
62
51
64
61
46
66
45
60
42
31
68
53
60
68
32
66
58
72
45
57
44
73
44
52
74
46
59
67
46
47
77
64
75
57
58
57
72
74
64
65
38
65
50
76
54
47
58
47
47
51
65
59
52
52
73
68
63
65
62
73
67
44
48
39
72
41
54
60
73
53
37
50
64
34
53
54
46
52
56
45
67
55
64
64
43
48
55
66
42
74
57
60
38
53
65
72
60
66
70
66
65
57
42
58
50
62
72
33
54
52
68
56
52
40
64
62
49
55
59
48
64
72
46
64
55
57
69
67
70
64
58
41
71
57
49
39
29
71
53
56
53
76
51
61
60
50
63
56
49
52
56
65
61
53
49
62
55
69
55
56
67
60
55
44
62
55
46
44
41
70
62
43
59
57
70
73
51
60
43
46
55
42
66
58
64
60
34
40
64
49
60
39
44
44
77
57
54
52
48
73
67
56
50
58
63
54
71
56
73
47
34
48
59
43
34
49
63
49
62
48
56
38
76
76
44
62
66
50
68
63
60
62
53
39
36
54
58
58
72
67
31
58
68
53
57
61
62
75
66
51
47
68
68
48
32
55
69
32
69
52
55
49
68
63
43
41
59
50
56
61
60
68
52
41
58
43
37
47
53
49
43
66
52
63
75
33
62
72
50
61
64
60
65
59
70
54
57
64
59
62
48
45
52
56
61
73
41
64
55
44
65
52
51
46
45
59
55
64
47
53
74
51
74
66
74
61
50
46
68
40
78
38
70
63
66
63
70
60
44
59
71
55
51
59
64
75
37
36
63
54
47
59
46
48
66
49
49
52
52
64
63
67
69
65
32
51
65
44
35
56
76
47
63
53
41
65
47
62
57
66
62
55
48
72
61
57
37
58
55
70
65
45
63
37
69
68
58
68
36
42
71
74
54
68
46
55
45
61
66
58
71
57
45
54
53
46
58
67
62
37
70
32
54
63
40
49
43
72
65
64
51
32
49
46
54
64
66
60
60
63
64
55
46
51
63
70
58
52
53
57
55
47
60
65
48
56
68
61
39
64
53
75
63
65
55
43
73
48
51
70
42
63
57
61
70
65
55
54
62
46
51
57
57
49
33
54
43
71
65
57
67
60
58
53
60
32
42
37
51
47
71
58
77
50
58
53
70
61
49
73
70
71
68
47
70
74
78
53
58
73
54
72
48
64
57
58
54
60
67
78
41
65
51
44
28
45
41
62
52
55
62
43
49
59
64
51
46
73
61
62
59
66
69
70
32
40
51
48
69
36
51
66
66
42
59
43
46
62
50
69
43
64
50
49
56
